3.12298	3.12298	-3.7222	-3.72095	-372.294
3.06966	3.06969	-6.93947	-6.93709	-322.476
2.98423	2.98427	-10.1397	-10.1399	-323.246
2.86707	2.86707	-13.277	-13.2864	-323.325
2.72198	2.72181	-15.7173	-15.7443	-263.017
2.5568	2.55624	-17.2921	-17.3442	-184.88
2.38186	2.38063	-17.6839	-17.7652	-57.2022
2.2089	2.2067	-16.9297	-17.0425	104.478
2.04707	2.04356	-15.4954	-15.6436	259.146
1.90015	1.89496	-13.9713	-14.162	372.111
1.76693	1.75958	-12.7673	-13.0087	437.844
1.64321	1.63316	-12.0738	-12.3717	468.335
1.52356	1.51026	-11.951	-12.3042	475.58
1.40229	1.38523	-12.3994	-12.7928	465.87
1.27388	1.25283	-13.3793	-13.7752	439.913
1.13353	1.10881	-14.7822	-15.1089	392.06
0.978344	0.951157	-16.3311	-16.481	307.123
0.809799	0.78252	-17.4179	-17.2764	161.457
0.636919	0.612784	-17.1465	-16.6685	-47.6603
0.475417	0.457468	-15.1113	-14.3777	-245.961
0.339809	0.32988	-11.9732	-11.1255	-342.704
0.237543	0.236218	-8.46014	-7.59762	-364.54
0.17134	0.178545	-4.77256	-3.93117	-374.199
0.142938	0.158443	-0.906001	-0.086666	-389.661
