-3.13947	-3.13947	0.42408	0.423937	42.415
-3.13301	-3.13301	0.869091	0.868791	44.5506
-3.12198	-3.12199	1.33492	1.33487	46.7222
-3.1062	-3.1062	1.821	1.82202	48.8919
-3.08547	-3.08545	2.326	2.32938	50.9971
-3.0596	-3.05952	2.84741	2.85488	52.9373
-3.02845	-3.02828	3.38087	3.3946	54.5515
-2.99195	-2.99159	3.91922	3.94176	55.5812
-2.95009	-2.94945	4.45081	4.48505	55.6003
-2.90304	-2.90199	4.957	5.00601	53.8974
-2.8512	-2.84957	5.40921	5.47609	49.4068
-2.79528	-2.79288	5.77399	5.86171	41.4742
-2.73619	-2.7328	6.04141	6.15263	32.3554
-2.6748	-2.67017	6.2356	6.37254	25.6
-2.61171	-2.60557	6.38005	6.54424	21.2102
-2.54737	-2.53945	6.48589	6.67808	17.886
-2.48215	-2.47217	6.55707	6.7772	14.8056
-2.41639	-2.40407	6.59442	6.84173	11.5445
-2.35042	-2.3355	6.59766	6.87079	7.86243
-2.2846	-2.26682	6.56627	6.86358	3.59101
-2.21927	-2.1984	6.49996	6.81984	-1.41956
-2.15477	-2.1306	6.39893	6.74017	-7.32878
-2.09146	-2.06378	6.26401	6.62626	-14.3199
-2.02967	-1.99825	6.09692	6.48111	-22.599
-1.9697	-1.93431	5.90065	6.30942	-32.3597
-1.91181	-1.87219	5.68019	6.11824	-43.6679
-1.85621	-1.81204	5.44369	5.91789	-56.1834
-1.80301	-1.75387	5.20379	5.72268	-68.709
-1.75213	-1.69754	4.97708	5.54955	-79.0331
-1.70339	-1.64277	4.77966	5.41302	-85.1059
-1.65642	-1.58914	4.6213	5.32018	-86.9529
-1.61082	-1.53622	4.5048	5.2714	-86.4551
-1.56618	-1.48357	4.42976	5.2645	-85.4836
-1.52209	-1.43079	4.3958	5.29786	-85.074
-1.47812	-1.37748	4.40397	5.37132	-85.5879
-1.43386	-1.32322	4.45691	5.48581	-86.8909
-1.38882	-1.26762	4.55763	5.64112	-88.1916
-1.34255	-1.21029	4.70585	5.83061	-87.5798
-1.2946	-1.151	4.8917	6.03324	-82.1037
-1.24471	-1.08978	5.09345	6.21361	-70.2028
-1.19284	-1.02703	5.28759	6.33926	-54.4382
-1.13913	-0.963364	5.4591	6.39489	-38.865
-1.08385	-0.899496	5.6006	6.37915	-25.4957
-1.02732	-0.836115	5.70828	6.29721	-14.5656
-0.969885	-0.773846	5.77965	6.15679	-5.71765
-0.911921	-0.713231	5.813	5.96658	1.46077
-0.853814	-0.654724	5.8074	5.73547	7.30477
-0.795955	-0.598691	5.76275	5.47225	12.0637
-0.738731	-0.545412	5.68001	5.18521	15.9194
-0.682514	-0.495085	5.56114	4.882	19.0052
-0.62765	-0.447838	5.4091	4.5694	21.4209
-0.574454	-0.403736	5.22775	4.25327	23.2438
-0.523196	-0.362788	5.02157	3.9385	24.5384
-0.474101	-0.324962	4.79547	3.62894	25.3682
-0.427344	-0.29019	4.55426	3.32734	25.8121
-0.383055	-0.258387	4.30206	3.03499	25.9928
-0.341334	-0.229465	4.04111	2.75093	26.1231
-0.302273	-0.203363	3.77016	2.47065	26.5618
-0.266006	-0.180092	3.48269	2.18454	27.8297
-0.232756	-0.159783	3.16678	1.878	30.4393
-0.20287	-0.142713	2.81012	1.53643	34.3898
-0.17677	-0.129259	2.40971	1.15473	38.7143
-0.154843	-0.119781	1.97574	0.741087	42.0749
-0.137343	-0.114527	1.52437	0.309706	43.877
-0.124374	-0.113611	1.06969	-0.126827	44.3168
